ID,text,src,label
172291,"Были в юнити петроградка 07.04, испортили вечер!!! Были с друзьями, один из гостей пришел в спортивном стиле одежды, охрана встала стеной на входе, как будто мы на них в бой идем,  и в итоге друзей не пустили в ресторан из-за дресс-кода. И все бы ничего если бы о нем знали заранее, но ни при брони стола,хотя звонили несколько раз заранее и все уточняли, ни в переписке с администратором, ни на сайте информации о дресс коде нет и ни кто ничего не сказал!  Сразу со входа пошел негатив, настроение испорчено! Ладно, часть компании уехала так и не побывав у вас,далее пока сидели непонятно что случилось, но возле нашего стола разбили какой-то соус, в итоге вся спина на светлой рубашке мужа в жирных пятнах + мое платье в пятнах, очень хочется верить что они отстираются, при этом даже ни кто не извинился за это + около нашего стола долго были разбитые осколки в луже и их не торопились убирать. Далее за все это хотели взять сервисный сбор от счета, хотя при брони нам точно сказали, что 6 чел без сервисного сбора! Вообщем вечер испортили, рекоммендовать данное заведение не буду, сами скорее всего не вернемся! Меняйте свою политику общения с клиентами, особенно администратор + лучше обучайте персонал, чтобы они своевренно уведомляли о всех правилах заведения! 
",geo,2
2987,"Мне маленькие, я ростом 170см",rureviews,0
93000,"Коротко о сезоне: Непрекращающийся Эпик Флекс всех над всеми. Боец Боки всегда был безумен, но в этом сезоне это безумие прям прёт из всех щелей. И это определённо тот случай, когда адаптация от Нетфликса - это вин. Оторванные лица, летающие зубы, древнее искусство ударов по шарам, открытые переломы - бессмысленное, но чёрт возьми весёлое старое доброе ультранасилие.Если в первых сезонах хоть иногда, но проскальзывала интрига в боях, то здесь окончательно сделали упор не в то, кто победит, а в то, насколько мощным будет флекс победителя над проигравшим.Из новых персонажей зашёл Дзяку, очень харизматичный полудед и Легендарный дед Каку Кайо, который вертел смерть на своём 150-летнем приборе. Баки продолжил свой путь к ГАРности, ну а как иначе, ведь мы знаем самый эффективный способ стать самым сильным человеком на Земле (секс). Али-младший - это дикий рофл от мангаки, очевидная отсылка к этому мему из Жижи612x344Ну серьёзно, так хайпить персонажа, чтоб превратить его в мешок для избиений.В общем, Боец Боки - оняма явно не для всех и явно не шедевр, но со своей ролью качественного трешака с насилием и флексом справляется на ураП.С. Возвращение спойлерсмертников - это сюр на совершенно другом уровне. Спящий на стене Сикорский, Инвалид Дио, Человек-конфета с вечным днём ног, ну и конечно, абсолютно легендарный Спек-овощ с его тренировкой в виде мысленного плавания в сперме баттерфляем. Вы вдумайтесь, насколько это тупо: Мысленное плавание в сперме баттерфляем",anime,0
92363,"типичный гаремник что ещё тут может быть. Ну показали всех бабёх извращенками ""типо"" по мне так обычные бабы ничего извращенского. В общем в аниме высасали тему из ничего, комедия ситуаций копипаст из всех других гаремников всё по накатанной.",anime,0
229741,"Людей выводят и винтят. 5:50 Пишут, что Беркут начал распылять слезоточивый газ. В такой давке это конечно пиздец, надышишся, упадешь и тут то тебя и затопчут. Сейчас там очень страшно. 5:39 Столкновение митингующих и Беркута, вид с моста сверху. Черное справа Беркут, оранжевые каски слева митингующие. 5:31 Поток Беркута джифкой 5:29 Да, точно прорвали, Беркут прорывается со стороны Институтской улицы 5:26 Судя по всему, баррикаду все-таки прорвали 5:13 Пока Беркут пиздит людей, коммунальщики разбирают баррикаду. 5:07 Баррикаду пытаются распилить бензорезом, активисты в ответ закидывают Беркут дымовухами, а те швыряют их обратно.",linis,2
31306,"Платье красивое, как на картинке.",rureviews,1
71024,"Товар немного не соответствует описанию, ткань не такая плотная как на фотографиях, рукава не фонариком а обычного пошива, это расстроило",rureviews,2
269370,"Покупала разную пастилу этого производителя без сахара (классическую, с клюквой), вся нравилась, но почему-то именно у этого вкуса текстура разочаровала: вязкая, нарезать невозможно сминается, тянется за ножом и липнет. Может быть партия не удачная попалась, но проверять это желания нет",perekrestok,0
173328,"Склад работает ужасно. Чтобы загрузится нужно простоять 6-8 часов и то не всегда   успевают загрузить. Потому что бардак в отгрузке. Если грузятся в нескольких скаладах , то на одном загрузили и опять стоишь в очереди ,чтобы загрузиться в другом. Все кто позже Вас приехал оказываются в переди. Работайте лучше с ГК Демидов. Там дешевле металлопрокат и с погрузкой быстрей.
",geo,2
65793,"Заказ я не получил совсем, так ещё и возврат денег не сделали. Не стоит покупать у данного продавца.",rureviews,2
11235,"Платье сшито хорошо, но по размеру не подошло, по длине тоже..нужно было брать скорее всего L..выше колен сантиметров на 20..внизу тугая резинка..при примерке выглядело не так как на картинке",rureviews,0
125621,"Раньше было лусше, а теперь постоянно у них проблемы с программой!!! Сидишь и ждешь- когда они в комп загрузят информацию- лесить времени не остается!
",geo,0
276185,Когда выходит газ не очень вкусная!,perekrestok,1
161573,"Чудесная врач гинеколог , очень внимательная! Делала узи , очень понравилось! Большое спасибо !врач Тусманова С.И. 
",geo,1
213608,"Не особо люблю фильмы, снятые на основе комиксов, но «Тень» являются исключением из этого числа. Его можно смотреть всегда и в любом возрасте.  

Мне очень нравится сюжет этого фильма, а исполнитель главной роли Алек Болдуин играл просто бесподобно, его Ламонт - настоящий герой, ничем не хуже «Человека паука» и «Бэтмана».  Несмотря на то, что фильм не новый, он может понравится и заинтересовать многих. В фильме есть и спецэффекты, и погони, любовь и потрясающая музыка, особенно саундтрэк к фильму,  эта одна из моих любимых песен. А сцены с летающим кинжалом считают сняты превосходно, когда смотрела первый раз прям дух захватило. 

Фильм стоит того, чтобы посмотреть, а любителям фильмов, снятых по комиксам, заполучить в свою коллекцию.",kinopoisk,1
75421,"Заказ так и не пришёл, деньги так и не вернули, трек не отслеживался, открывала спор, но так как сама прошляпила сроки страховки деньги не вернули",rureviews,2
103909,"Чтож я ждал очень долго, когда наконец выйдет данный тайтл, и очень рад был тому, что он вышел. Он мне очень понравился, надеюсь на второй сезон ( т.к. ещё не доконца рассказали и объяснили причину того, почему главный герой не помнит часть прошлого). Опенинг и ендинг меня приятно удивили, они мне понравились. По началу мне казалось, что все девушки( цундеры) уж люто издеваются над ГГ. Как комедия мне очень, очень понравилось аниме, я каждую серию очень сильно смеялся, только пару раз ощущение было, что фансервиз( мне так порой казалось ). Все персонажи тут своеобразны по началу не все могут понравится, и даже временами раздражать, но потом они обязательно вам покажутся хорошими. Финал меня приятно удивил красочной схваткой, очень интересно было наблюдать за ней. Что я могу сказать, мне эта история очень понравилась да так, что надеюсь на второй сезон, она вам обязательно понравится.",anime,1
239559,"розой так сказать и не пахнет)) прозрачные гранулы не собрать, если просыпались на пол, так как практически незаметны. после пару походов животного «по делам» наполнитель теряет свой вид, местами становится жёлтым. в целом по сравнению с другими наполнителями - очень плох.",perekrestok,2
226237,"В поселке Ад-Диябия разгромлено укрытие бандформирования. Уничтожен наемник из Саудовской Аравии Бхит Ад-Дамер и террорист Махмуд Загмут. В городе Дарейя армейцы ликвидировали несколько террористов вместе с их оружием и боеприпасами. Среди уничтоженных некие Мухаммад по кличке Абу Аднан и Ахмад по кличке Абу Ан-Нур. В провинции Идлеб армейские подразделения установили полный контроль над районом Джебаль Аль-Арбаин. Там были разгромлены все скопления террористов из Джебхат Ан-Нусры и штабы их командования, уничтожено оружие минометные пушки, ракетные установки и боеприпасы. Как сообщил корреспонденту агентства САНА военный источник, в ходе операций были уничтожены десятки боевиков и разрушено много автомашин, оснащенных крупнокалиберными пулеметами.",linis,1
219875,"Наконец-то я добила эту дораму

Скажу честно сложно было

О Ха Ни - этот персонаж вызывал на протяжении фильма больше раздражения чем негативные персонажи в других дорамах, человек без чувства собственного достоинства, без самоуважения, это проявляется на протяжении всех 16 серий, она живёт в мире своих иллюзий, мечтаний, её унижают, но она продолжает нести роль верной болонки,  все её глупые проделки слежки не привели ни к чему  хорошему,

На протяжении всего сериала я ждала что в ней проснёшься хоть капля самоуважения, но у этой девчонки априори мозгов нет, все её существование посвящёно своему идолу,

Ближе к концу у меня появилась надежда, а вдруг, но увы, когда дело дошло до свадьбы, огромная доля презрения безразличия пофигизма я бы сказала от Бэе Сын Чжо, не охладила её пыл, хотя рядом были 2 замечательных парня, мне казалось что она была влюблена в свою любовь,  в общем отношение к ней главного героя сообразно её отношению к себе, я смотрела на перемотке, лучше ещё раз пересмотра дораму Я скучаю по тебе, чем это",kinopoisk,2
286452,Наполнитнитель хорошо комкуется и держит запах. Большой объем. Хорошее соотношение цена/качество. Кошкам нравится.,perekrestok,1
186754,"Магазин где 26 мая в14 .30. Охранница избила 80 летнюю бабушку!!!!!!кулаком по голове.!!!!Люди почему избивают наших стариков?!!!!!Бабушка хотела вернуть просроченный товар!!!!
",geo,2
48298,"хороший костюм, но очень трудно было определиться с размером",rureviews,1
151681,"Всем рекомендую посетить музей Фаберже. Не было одной экспозиции, но это не помешало получить огромное удовольствие от просмотра шедевров знаменитого ювелира. Пришли самостоятельно. Свободно оплатили билет с экскурсией, подождали 20 минут и плавно погрузились в бесподобную атмосферу красоты...... Всё на высшем уровне. Спасибо.
",geo,1
88896,"Как же люблю этот момент: 1366x7681366x768Чисто ради танца этого персонажа сзади готова пересматривать раз за разом. Просто один из лучших анимационных клипов. Очень уж люблю стиль Waboku (в большйе степени ее персонажей, цветовые решения, анимацию и интересные образы) и эту песню. 10 из 10.Второй клип мне нравится в меньшей степени, где-то на 8чку, потому что вот этот момент с пленкой и этот персонаж с дырой в форме сердца в голове цепляют. Так что общая у них 9.",anime,0
225629,"огда хочется читать и учить языки для себя, наконец, учиться готовить новые рецепты :)  Я люблю познавать. А учиться больше не хочу )) Хватит. 19 лет учился ))  Зубрить не люблю, учусь сейчас на таком лояльном заочном, что рада и счастлива - но это ради  корочки . А для себя я бы предпочла все же курсы - очень хотела бы окончить курсы шитья, подтянуть давно забытый английский, или, к примеру, курсы экстремального вождения автомобиля - тоже пригодится. Ну а ради совсем-совсем удовольствия - танцы и прочие  двигательные  занятия, но там ради результата точно не получится, только ради процесса :)А Вы - героиня, после десяти школьных лет еще двенадцать получать высшие образования... О_о Иначе и не скажешь - жесть :)  Когда я рассматриваю свое CV, всегда вспоминаю своего  преподавателя, сказавшего: Какая вы  жадная, так  много и долго всему  учились!  Я после универа год не читала :). Ни одной книжки! А теперь вот приходится в учителя переквалифицироваться. Дочка ходит в русскую школу на экстернат, так мы дома всю программу проходим. А еще учу одного чеха русскому языку. Но у него есть желание учиться, а у ребенка как-то не очень",linis,1
276258,"Достоинства:
Вкусная манка для каши и для запеканок.
",perekrestok,1
165950,"Отличный зоопарк, большая территория. Небольшой аквариум, террариум, тропические животные.\nЕсть небольшая площадка для контактного общения с кроликами, кошками, козы. \nМного дальневосточных животных и птиц, особенно хищных. Активные орлы, совы.\nРедко где встретишь харзу, здесь два великолепных игривых экземпляра. \nРазличные фигурки, площадки для фотосессий.
",geo,1
62970,"Ужасное качество!!! Вверх жилетки сделан как будто из упаковки для сумок!!! На ощупь даже не приятное!!! До этого заказывали, качество было отличное!!! А эта посылка, растроила и огорчила!!!",rureviews,2
189855,Верните прошлый шрифт ! Новый шрифт просто ужасен,sber,1
4032,"заказ пришел быстро, нитки не торчат. ткань нормальная, запаха нет. но вот скроена кофточка по китайски((( перетянута вся. на фото видно.",rureviews,0
11559,"До этой юбки заказывала 2 размером L на свой 46 размер. Они в положении стоя сидят идеально, но при ходьбе упорные складки спереди на бедрах. решила заказать на размер больше, взяла XL. в итоге он такого же размера, если не меньше в талии ((( и те же складки.товар не рекомендую.",rureviews,0
41517,"всё хорошо, ткань приятная к телу",rureviews,1
121462,"Я бы не сказала что мне не понравилось это аниме, но все же остался неприятный осадок. спойлерЖенитьба принцессы с графом просто вынесла. Не то чтобы мне не понравился этот персонаж, просто ожидала другого. Да и заключение Слейна бред сивой кобылы. Хоть осадок и есть, но так же есть и хорошое впечатление от отличной графики и раскрытия персонажей и их характеров. Порадовало то, что в данной анимешке нет цундере, которая обычно присутствует. Хоть я и не разделяю взглядов Слейна, но этот персонаж мне понравился больше всего. Не типичный злодей так сказать. Хотя и злодеем то его не назовешь. В общем анимеха годная. На счет музыкального сопровождения промолчу.)7 из 10",anime,2
120614,"В целом, уныло. Сценарий не проработан, повествование рваное, причем начинается откуда-то с середины. Мотива у героев нет, харизмы тоже нет. Главный мужской персонаж бесполезен, главный женский персонаж - ванпанчмен, и любые сюжетные попытки тут потерпели фиаскопоставить в зависимость силы героини от возможностей героя бесполезны, персонаж что в начале, что в конце - имба. Плюсом к неадекватности какая-то нездоровая поттериана прослеживается.Бросил и не жалею. Бесполезный тайтл.",anime,2
36964,"платье хорошее,только широковато в плечах",rureviews,1
265541,"Соус такой острый, что в горле неприятные ощущения. Невозможно его есть. В другом магазине брала соус в похожей бутылке, он был из натурального тёрна, но с человеческим вкусом. Этот разочаровал.",perekrestok,0
253585,Ужасно много сахара,perekrestok,2
50071,"Очень крутое пальто!! Даже дополнять не хочется. Красивое, качественное, тёплое. На русскую зиму отлично. Мех на капюшоне искусственный, но плотный и не выглядит дёшево. Пальто не причаленное в таком современном стиле . Мой размер российский 48 . Все подошло",rureviews,1
4637,"свитер лезит, фу везде нитки остаются. еркнда а не товар! не берите его",rureviews,0
34029,"Качество среднее на 4. Рассчитывала что материал будет более натуральный. Синтетический бархат. Но тема не плохая, смотрится симпатично) размер согласовывала с продавцом на 46 русский подошёл XL замечательно. Доставка 3 недели.",rureviews,1
58340,"Заказ не пришел-И ДЕНЬГИ до сих пор не вернули,хотя  спор был закрыт 2 недели назад.Как так то ?????????Все что есть на Алиэкспресс-это ФУФЕЛ.Никому не советую здесь заказывать.Ходите по магазинам ,там качественней и дешевле.Всем удачи!",rureviews,2
93121,"по первым сериям ожидал, что весь сезон окажется слюнями-соплями и превозмоганием себя, помноженными на рафинированный юношеский максимализм. но нет. тайтл оказался намного приятнее.из плюсовиз плюсов: ・герои раскрыты. ・враги показаны живыми, а не классическим полчищем кукол. ・неспешный ритм повествования позволяет прочувствовать атмосферу.・шкарные остыиз минусовиз минусов: ・не полностью раскрыты взаимоотношения героев. ・неоднозначная концовка. ・да и вообще, сам сериал выглядит так, как будто нам выдрали кусок из середины повествования и преподнесли как законченное произведение.в общем, вещь сильная, приятная, многозначная. но лучше бы сей труд стал серией полнометражек наподобие Kara no Kyoukai или Break Blade.спойлер Юмэ такая прелесть 8/10",anime,0
187719,"Без результатов анализов и тщательного и подробного осмотра . Назначили антибиотики (за 3-4 к ) для ""профилактики"". Общее впечатление сложилось как будто сходил в казённую поликлинику, во всех худших проявлениях. Осмотр сквозь пальцы, назначение диагноза не соответствующего действительности , и абсолютно холодное (местами на грани грубости ) обращение с клиентом .\nP.S По моему личному мнению. Уважающая  себя и честная клиника . Не будет размещать у себя в холле постер "" Оставьте хороший отзыв на Яндексе и мы переведем вам 100 рублей"" . Благодарность должна быть искренней и за предоставление хорошей и качественной помощи .
",geo,2
187949,"ЦУМ- для меня больная тема,  в 1908 году это было замечательное, готическое здание , архитектор Рома Клейн был не дурак.  Элитная одежда, которую покупал сам Гришка Распутин, слава была на весь мир.\nВ 20 веке здание претерпело изменения в негативную сторону, архитекторы с 3 классами совершали пристройки  в духе трущоб Мумбаи.\nПоэтому, в архитектурном смысле я ставлю двойку. \nСейчас когда западные дома моды навсегда покидают нашу пушистую родину, смысла в таких магазинах я не вижу. Русские дизайнеры ещё пешком под столом ходят, не умеют держать иголку с ниткой.  Дешёвые магазины займут место Dior и Moncler, это будет тотальный позор для ЦУМА.
",geo,2
241526,"Кислый, жёсткий. Не вкусный",perekrestok,2
70927,"Не подошёл по размеру , хотя выбирала по размерной сетке ",rureviews,2
74922,"Очень расстроена качеством кофты. Ткань отстой, как водолазный костюм, ни грамма хлопка или чего-то подобного..",rureviews,2
112698,"Довольно не обычное аниме, но мне это нравиться. Рисовка на первый взгляд не обычная но привыкаешь быстро. Истории эти очень интересные и не обычные бывает временами ужасные. Ну в общем кто любитель ужастиков то смотрите обязательно не пожалеете. Кстати еще печально то что 4 минуты идет.",anime,2
266828,"Мягкий, в салате превратился в пюре",perekrestok,0
235392,"Заказ я не получила.Перед покупкой уточнила у продавца,есть ли товар в наличии,на что он ответил:Да,диар,все окей и поторопил с оплатой.Я заказ оплатила и стала ждать отправки,продавец не отправлял НЕДЕЛЮ,написав что этот товар хит магазина и его пока нет.
Хаха,спрашивается,зачем же тогда было ВРАТЬ И ТОРОПИТЬ МЕНЯ С ОПЛАТОЙ.
С горем пополам товар был отправлен,ждала месяц,и дальше самое интересное.А трек то мне дали НЕВЕРНЫЙ,ЛЕВЫЙ,с доставкой в другой город,другому человеку.
Продавец утверждает,что просто ошибся,я же думаю,что это НЕЧЕСТНЫЙ ПРОДАВЕЦ
Спор я выиграла,хотя деньги он очень не хотел возвращать
НЕ СОВЕТУЮ ЭТОТ МАГАЗИН!!!!",ru-reviews-classification,2
131188,"Из плюсов -шикарный вид из окна на ВДНХ, рядом метро, вкусный с широким ассортиментом завтрак, бар. Вежливый персонал. Из минусов - нет свободных розеток, мало освещения ( торшер и две прикроватных бра), телевизор не работал, нет фена, нет средств личной гигиены, тапочек, халатов. Ремонт оставляет желать лучшего, ощущение, что первый и последний раз был сделан при открытии. Душевой шланг течет. Неудобный матрац. Общее впечатление от номера - эпоха 80-х. 
",geo,0
269300,ожидание / реальность,perekrestok,0
200167,"Ара,нашего брата Алхазура задержали",rusentiment,2
110221,"Посмотрел... за один день... оОКакие плюсы и минусы для себя отметил:Отличная задумка (я о дизайне и условиях тюрьмы, если что);Довольно таки неплохое и зрелищное начало...Потрясающий опенинг, да и вполне себе годный эндинг (да еще и показывающий прошлое героев тайтла);ГГ. Не могу понять негодования (на этот счет) со стороны некоторых личностей. Я бы посмотрел на вас, если бы на ваших глазах вырезали одноклассников да еще и несправедливо обвинили в этом преступлении вас же. А потом подтасовали доказательства и забросили в тюрьму, можно сказать, строгого режима. Да и нытье-то (на тему: ""ой как он слаб"" - ну так верно говорит же) его и правда не раздражает. И потому ясно становится, почему лишь в конце сериала он решает наконец тренировать свою силу.Характер Ворона.Характер Колибри. Это вин. Ну и немножко кавая.Дырки в сюжете есть, это да. Но это не столь и важно. Зрелище таки важнее.Если не будет продолжения - это только в минус. Остановиться на таком важном - это непростительно.В целом, красиво оформленное ""мясо"": много безумия, садизма, крови. Со средней рейтинговой оценкой вполне согласен. Как раз на 8 из 10.",anime,1
242206,"Нет, ребята. Лучше доплатитьи купить съедобные.",perekrestok,2
224933,"3. Важным фактором победы над исламским радикализмом является продуманная социально-экономическая политика в проблемных регионах, в частности, республиках Северного Кавказа. Склонные к восприятию салафитских идей люди, прежде всего, молодежь, должны иметь альтернативу, возможность материальной, социальной и духовной самореализации. 4. Однако, прежде всего, необходимо повышать образовательный уровень местных имамов и духовных лидеров, вычищать их ряды от откровенно дискредитирующих элементов. Правительство должно оказывать поддержку Совету муфтиев России и другим структурам, проповедующим традиционный ислам, популяризировать их деятельность и усилия. Зачастую, именно минимум информации о традиционных мусульманских организациях является нужной интеллектуальной почвой для радикалов и их катарских, саудовских и кувейтских хозяев . В этой связи следует больше внимания уделять работе со СМИ, которые имеют возможность популяризировать традиционные религиозные воззрения. В этой связи совершенно оправданным выглядит недавнее предложение главы Совета муфтиев России Равиля Гайнутдина о предоставлении мусульманам 15% эфирного времени (пропорционально количеству мусульман в стране) на создающемся Общественном телевидении.",linis,0
